ID,Title,Episodes,Type,Aired,Producers,Studios,Source,Genres,Duration,Score,Rating count,Rank,Popularity
49909,Kotarou wa Hitorigurashi,10,ONA,"Mar 10, 2022","None found, add some",LIDENFILMS,Manga,,26 min. per ep.,8.17,93649,4172,1495
49913,"Hachigatsu no Cinderella Nine: Tsuzuku, Monogatari",1,Special,"Sep 25, 2021","None found, add some",TMS Entertainment,Game,,23 min.,6.37,912,77682,11830
49915,Yi Ren Zhi Xia 4th season,12,ONA,"Sep 24, 2021 to Dec 3, 2021","Tencent Animation & Comics, Tencent Penguin Pictures, Yikuiduo Animation",Qiyuan Yinghua,Web manga,"Action, Supernatural",24 min. per ep.,6.95,2195,45222,5851
49918,Boku no Hero Academia 6th Season,25,TV,"Oct 1, 2022 to Mar 25, 2023","Dentsu, Yomiuri Telecasting, Movic, Sony Music Entertainment, TOHO animation, Shueisha",Bones,Manga,,23 min. per ep.,8.26,339663,3112,304
49920,Sai Er Hao Season 11: Liekong Canghai,30,TV,"Jan 8, 2021 to Jul 23, 2021","None found, add some","None found, add some",Game,,13 min. per ep.,N/A,,184862,21222
49922,Rape! Rape! Rape! DVD-Box Special,1,Special,"Oct 8, 2010",Valkyria,Anime Antenna Iinkai,Visual novel,,1 min.,5.57,226,Ranked: N/A2,13855
49926,Kimetsu no Yaiba: Mugen Ressha-hen,7,TV,"Oct 10, 2021 to Nov 28, 2021","Aniplex, Shueisha",ufotable,Manga,"Action, Supernatural",24 min. per ep.,8.36,492095,2212,239
49930,Genjitsu Shugi Yuusha no Oukoku Saikenki Part 2,13,TV,"Jan 9, 2022 to Apr 3, 2022","Magic Capsule, KlockWorx, King Records, Overlap, WOWMAX, MIGHTY MEDIA",J.C.Staff,Light novel,"Action, Fantasy, Romance",24 min. per ep.,7.43,136722,21782,943
49936,Soukou Kihei Votoms: Case;Irvine - Tenmatsu,1,Special,"Feb 25, 2011","None found, add some","None found, add some",Original,"Comedy, Sci-Fi, Ecchi",3 min.,N/A,,141782,17237
49938,Ame wo Tsugeru Hyouryuu Danchi,1,Movie,"Sep 16, 2022",Twin Engine,Studio Colorido,Original,,1 hr. 59 min.,7.31,34911,27272,2691
49939,Petit Seka,10,ONA,"Jan 13, 2022 to Mar 18, 2022","None found, add some",Scooter Films,Game,,2 min. per ep.,6.94,2639,45732,8425
49941,Gundam UC x Nike SB,1,CM,"Sep 21, 2021","None found, add some",Sunrise,Original,,45 sec.,5.45,325,Ranked: N/A2,14772
49942,Tales of Luminaria: The Fateful Crossroad,2,ONA,"Jan 21, 2022","None found, add some","Anima, Kamikaze Douga",Game,,27 min. per ep.,6.17,1881,88492,8202
49943,Cosplay Change: Pure-kei Joshidaisei no Kiken na Seiheki,4,OVA,"Nov 26, 2021 to Jun 24, 2022","None found, add some",Mousou Senka,Manga,,20 min. per ep.,5.56,1632,Ranked: N/A2,9303
49944,Shishunki no Obenkyou,4,OVA,"Dec 17, 2021 to Mar 17, 2023",Mary Jane,Studio 1st,Manga,,16 min. per ep.,7.48,3297,Ranked: N/A2,6924
49945,Girls Rush The Animation,2,OVA,"Dec 24, 2021",Pink Pineapple,Studio 1st,Manga,,15 min. per ep.,7.04,3228,Ranked: N/A2,7469
49948,Kono Kaisha... Nanika Okashii!,2,ONA,"Sep 17, 2021 to Sep 24, 2021",BOMB! CUTE! BOMB!,"None found, add some",Web manga,,16 min. per ep.,5.63,1201,Ranked: N/A2,10242
49952,Wo Qi Ku Le Baiwan Xiulian Zhe,160,ONA,"Aug 19, 2021 to Feb 16, 2023",Tencent Penguin Pictures,Suoyi Technology,Novel,,11 min. per ep.,6.38,398,76772,11692
49956,Changbaekhan Eolkuldeul,1,Movie,"Sep 10, 2015","None found, add some","None found, add some",Original,"Award Winning, Drama",1 hr. 13 min.,N/A,,193582,19783
49960,Jimu Wuqian Nian: Jimu Chunqiu 2nd Season,57,TV,2019,"None found, add some","None found, add some",Original,,13 min. per ep.,N/A,,160202,24761
49961,Muzhi Zong Dong Yuan: Yulin Qiyu,10,TV,2020,"None found, add some","None found, add some",Original,,3 min. per ep.,N/A,,175052,24883
49963,Kick & Slide: Kids B Happy no Ambassador wo Sagase!,1,Special,"Sep 29, 2021",TV Tokyo,Craftar Studios,Original,,2 min.,N/A,,164092,20951
49964,Gunjou Sanka,1,Music,"Sep 30, 2021","None found, add some","None found, add some",Original,,4 min.,7.11,752,Ranked: N/A2,13040
49965,Xiongmao Sanbao: Meng Chong Weishi 2nd Season,26,TV,2020 to ?,"None found, add some","None found, add some",Unknown,,13 min. per ep.,N/A,,154832,25190
49966,Xiao Yang Duo Li 2nd Season,52,TV,2020 to ?,"None found, add some","None found, add some",Original,,3 min. per ep.,N/A,,152392,24603
49967,Xiao Ma Fei Li: Binfen Xianjing 2nd Season,26,TV,2020,"None found, add some","None found, add some",Original,,14 min. per ep.,N/A,,151592,24080
49968,Pai Le Meng Qi 2nd Season,26,TV,2020,"None found, add some","None found, add some",Original,,7 min. per ep.,N/A,,179372,24285
49969,Tribe Nine,12,TV,"Jan 10, 2022 to Mar 28, 2022","Lantis, Docomo Anime Store, JR East Marketing & Communications, Bandai Namco Arts",LIDENFILMS,Mixed media,"Sci-Fi, Sports",23 min. per ep.,6.07,13078,94442,3334
49970,Shuo Guo Lei Lei 2nd Season,26,TV,2020,"None found, add some","None found, add some",Original,,20 min. per ep.,N/A,,140262,24573
49971,Qi Qi Ping Ping 2nd Season,26,TV,2020,"None found, add some","None found, add some",Original,,20 min. per ep.,N/A,,181832,24482
49975,Heroes,5,ONA,"Apr 14, 2021",Studio Pablo,"None found, add some",Other,,5 min. per ep.,5.80,165,107832,16791
49976,Look at Me Only,1,Movie,2016,Musashino Art University,"None found, add some",Original,"Award Winning, Slice of Life",7 min.,6.39,423,76402,15050
49977,Candy.zip,1,Movie,2017,Geidai Animation,"None found, add some",Original,,4 min.,5.89,416,103432,15071
49978,Candy Caries,1,ONA,"Mar 21, 2021","None found, add some",Wit Studio,Original,,1 min.,5.71,393,111682,14843
49979,Akuyaku Reijou nanode Last Boss wo Kattemimashita,12,TV,"Oct 1, 2022 to Dec 17, 2022","WOWOW, Mainichi Broadcasting System, Tokyo MX, bilibili, Kadokawa, Bit grooove promotion, NetEase, ADK Marketing Solutions",Maho Film,Light novel,"Comedy, Fantasy, Romance",23 min. per ep.,7.21,88030,32722,1348
49980,Sugar Apple Fairy Tale,12,TV,"Jan 6, 2023 to Mar 24, 2023","AT-X, Magic Capsule, flying DOG, Crunchyroll, Kadokawa, BS Asahi",J.C.Staff,Light novel,"Adventure, Drama, Fantasy, Romance",22 min. per ep.,7.47,50560,20392,1858
49981,"Kimi to Boku no Saigo no Senjou, Aruiwa Sekai ga Hajimaru Seisen Season II",12,TV,"Jul 10, 2024 to ?","Pony Canyon, AT-X, Crunchyroll, ABC Animation, Kadokawa, Bit grooove promotion, A3","SILVER LINK., Studio Palette",Light novel,"Action, Fantasy, Romance",24 min. per ep.,6.74,5960,56002,2411
49982,Geu Yeoreum,7,ONA,"Sep 4, 2021 to Oct 16, 2021",Laftel,Red Dog Culture House,Novel,"Drama, Girls Love",10 min. per ep.,6.80,334,52682,9278
49983,Waixingren Shi Riji,Unknown,ONA,Not available,"None found, add some","None found, add some",Original,"Comedy, Sci-Fi",Unknown,N/A,,Ranked: N/A2,19738
49984,Wu Tian Yu Shang 2035,Unknown,ONA,Not available,"None found, add some",ASK Animation Studio,Manga,"Action, Sci-Fi",Unknown,N/A,,Ranked: N/A2,18309
49985,Zhen Dao Ge: Tebie Pian,2,ONA,"Sep 30, 2021","Tencent Penguin Pictures, Infinity Animations","None found, add some",Original,,20 min. per ep.,N/A,,158312,18310
49987,Papa Katsu!,4,OVA,"Dec 24, 2021 to Aug 25, 2023","None found, add some",Nur,Original,,24 min. per ep.,6.39,1841,Ranked: N/A2,8588
49988,Liella no Uta,12,Music,"Jul 11, 2021 to Oct 17, 2021","None found, add some","None found, add some",Other,,1 min. per ep.,6.52,509,Ranked: N/A2,13171
49989,Yamitsuki Pheromone The Animation,2,ONA,"Sep 24, 2021",Pink Pineapple,Shion,Manga,,16 min. per ep.,6.53,1742,Ranked: N/A2,9225
49991,Yankee Hamster Season 2,50,ONA,"Mar 29, 2019 to Aug 27, 2021","None found, add some",Piso Studio,Original,,2 min. per ep.,N/A,,155532,20102
49992,Qi Qi Miao Le Xing,12,TV,"Sep 13, 2014 to 2015","None found, add some","None found, add some",Original,,12 min. per ep.,N/A,,181802,22562
49994,Yakou wo Yobu,1,Music,"Sep 25, 2021",Kamitsubaki Studio,"None found, add some",Original,,4 min.,6.06,161,Ranked: N/A2,19136
49995,Tape,1,Music,"Sep 8, 2019","None found, add some","None found, add some",Original,,5 min.,N/A,,Ranked: N/A2,21313
49996,Slowly Rising,1,Music,"Oct 17, 2015","None found, add some","None found, add some",Original,,3 min.,N/A,,Ranked: N/A2,20971
49997,Berg,1,Music,"May 10, 2015","None found, add some","None found, add some",Original,,3 min.,6.06,134,Ranked: N/A2,20289
50001,Tom to Jerry,1,Special,"Mar 12, 2021","None found, add some","None found, add some",Other,,1 min.,6.35,261,78432,16024
50002,Edens Zero 2nd Season,25,TV,"Apr 2, 2023 to Oct 1, 2023","Kodansha, Nippon Television Network, Nippon Television Music",J.C.Staff,Manga,"Action, Adventure, Fantasy, Sci-Fi",23 min. per ep.,7.43,18896,21762,2635
50005,Superstar wo Yumemite,1,Music,"Oct 1, 1993",NHK,"None found, add some",Original,,2 min.,N/A,,Ranked: N/A2,21564
50006,Mabushii DNA dake,1,Music,"Feb 4, 2019","None found, add some","None found, add some",Original,,3 min.,6.39,234,Ranked: N/A2,17359
50007,Seigi,1,Music,"May 8, 2019","None found, add some","None found, add some",Original,,4 min.,6.46,231,Ranked: N/A2,17584
50008,Aitsura Zenin Dousoukai,1,Music,"Jun 18, 2021","None found, add some","None found, add some",Original,,4 min.,6.31,309,Ranked: N/A2,16051
50009,Passion (2021),1,Music,"Jun 1, 2021",NHK,"None found, add some",Original,,2 min.,N/A,,Ranked: N/A2,21446
50010,Meitantei Conan: Hannin no Hanzawa-san,12,TV,"Oct 4, 2022 to Dec 20, 2022",Shogakukan-Shueisha Productions,TMS Entertainment,Manga,"Comedy, Mystery",9 min. per ep.,6.85,5894,49992,5833
50012,Meitantei Conan: Zero no Tea Time,6,TV,"Apr 5, 2022 to May 10, 2022",Shogakukan,TMS Entertainment,Manga,"Mystery, Slice of Life",15 min. per ep.,6.94,6206,45652,5644
50019,Matenrou to Rinkai-ten,1,Music,"Feb 9, 2018",Tower Records,"None found, add some",Original,"Action, Fantasy",3 min.,N/A,,Ranked: N/A2,21211
50021,Dou Shen Ji,12,ONA,"Oct 11, 2021 to Dec 20, 2021","bilibili, Youku","Seven Stone Entertainment, TrioPen Studio",Original,"Action, Sci-Fi",24 min. per ep.,5.83,957,106402,9525
50022,The Last Bullet,1,Music,"Oct 2, 2021",Kamitsubaki Studio,Composition Inc.,Original,,4 min.,6.45,208,Ranked: N/A2,18100
50025,Huanmeng Shan Hai Yao,15,ONA,"Jul 4, 2022 to Sep 26, 2022","Tencent Penguin Pictures, Cloud Art","None found, add some",Original,,18 min. per ep.,N/A,,208942,12974
50027,Chiisaki Mono-tachi,1,Music,"Jun 1, 2021",NHK,"None found, add some",Original,,2 min.,5.84,121,Ranked: N/A2,20428
50028,After Man,1,Music,Oct 1994,NHK,"None found, add some",Book,,2 min.,5.61,107,Ranked: N/A2,20120
50029,Careless,1,Music,"Aug 21, 2021",Sony Music Entertainment,"None found, add some",Original,,4 min.,6.22,532,Ranked: N/A2,13558
50030,Ghost (Music),1,Music,"Apr 13, 2021",Hololive Production,"None found, add some",Original,,4 min.,7.74,1792,Ranked: N/A2,10430
50031,Chuuken Hachi,1,Music,"Jul 4, 2021","None found, add some","None found, add some",Other,,3 min.,6.57,197,Ranked: N/A2,18389
50033,Loveit,1,Music,"Oct 16, 2020","None found, add some","None found, add some",Original,,3 min.,6.54,298,Ranked: N/A2,16127
50036,Howling,1,Music,"Aug 20, 2021",Hololive Production,"None found, add some",Original,,3 min.,6.70,588,Ranked: N/A2,13519
50037,Kuraku Kuroku,1,Music,"Jan 20, 2021","None found, add some","None found, add some",Original,,4 min.,7.38,824,Ranked: N/A2,12567
50038,Konna Koto Soudou,1,Music,"Oct 8, 2019","None found, add some","None found, add some",Original,,5 min.,6.58,276,Ranked: N/A2,16416
50039,Tabun,1,Music,"Jul 20, 2020","None found, add some","None found, add some",Novel,,4 min.,7.14,696,Ranked: N/A2,13484
50040,Jouyatou,1,Music,"Jul 27, 2020","None found, add some","None found, add some",Original,,4 min.,6.26,133,Ranked: N/A2,20183
50041,Uchuu no Kisetsu,1,Music,"Jul 26, 2021","None found, add some","None found, add some",Original,,4 min.,6.62,484,Ranked: N/A2,14308
50042,Yoru no Pierrot (TeddyLoid Remix),1,Music,"Jul 29, 2021","None found, add some","None found, add some",Original,,3 min.,6.61,511,Ranked: N/A2,14425
50043,Paripari Party,1,Music,"Jan 18, 2014",Space Shower Music,"None found, add some",Original,,3 min.,N/A,,Ranked: N/A2,21736
50046,Yami Shibai: Furuido,1,ONA,"Aug 14, 2021",DRAWIZ,ILCA,Original,"Avant Garde, Horror",4 min.,5.66,1023,113672,11010
50048,Shimi,1,Music,"Jul 12, 2021","None found, add some","None found, add some",Music,,2 min.,6.53,620,Ranked: N/A2,12947
50049,Jinguizi,1,Movie,"Feb 2, 2018","None found, add some","None found, add some",Unknown,,1 hr. 15 min.,N/A,,160612,22375
50050,Da Erduo Tu Tu: Meishi Kuangxiangqu,1,Movie,"Jul 28, 2017","None found, add some","None found, add some",Unknown,"Comedy, Gourmet",1 hr. 30 min.,N/A,,196332,21921
50051,Abandon: 100 Nuki Shinai to Derarenai Fushigi na Kyoushitsu,2,OVA,"Mar 11, 2022 to Nov 18, 2022",Mary Jane,Rabbit Gate,Manga,,16 min. per ep.,6.23,1231,Ranked: N/A2,9425
50052,Neko Jockey 2nd Season,4,TV,"Nov 4, 2021 to Nov 25, 2021","None found, add some",DLE,Original,,2 min. per ep.,N/A,,176052,19925
50053,Humanoid,1,Music,"Nov 6, 2018","None found, add some","None found, add some",Original,,4 min.,6.56,302,Ranked: N/A2,16354
50054,Ham,1,Music,"Aug 11, 2020","None found, add some","None found, add some",Original,,3 min.,6.50,300,Ranked: N/A2,16043
50055,Ano Yume wo Nazotte,1,Music,"Jan 18, 2020","None found, add some","None found, add some",Novel,,3 min.,7.35,914,Ranked: N/A2,12545
50056,Telecaster B-Boy,1,Music,"Sep 12, 2020","None found, add some","None found, add some",Original,,2 min.,6.61,245,Ranked: N/A2,17206
50057,Kimi ga Tobioriru no Naraba,1,Music,"Nov 6, 2020","None found, add some","None found, add some",Original,,2 min.,6.09,163,Ranked: N/A2,18791
50058,Yellow (Music),1,Music,"Nov 3, 2018","None found, add some","None found, add some",Original,,3 min.,7.37,687,Ranked: N/A2,13445
50059,Tatehoko Tsubasa,1,Music,"Jul 13, 2021","None found, add some","None found, add some",Other,,4 min.,6.11,471,Ranked: N/A2,14092
50060,Shadowverse Flame,50,TV,"Apr 2, 2022 to Mar 25, 2023",Sonilude,Zexcs,Card game,,24 min. per ep.,6.74,1528,55592,7793
50062,Tadashiku Narenai,1,Music,"Dec 17, 2020","None found, add some","None found, add some",Original,,4 min.,6.35,296,Ranked: N/A2,16110
50063,Tsuki ni Hoeru,1,Music,"Oct 6, 2021","None found, add some","None found, add some",Original,,4 min.,6.46,262,Ranked: N/A2,16930
50064,Yukidoke wo Kiite,1,Movie,"Oct 7, 2021",Geidai Animation,"None found, add some",Original,,4 min.,5.78,152,108462,18403
50066,Hajimari wa Kimi no Sora,1,Music,"Apr 7, 2021","None found, add some",Sunrise,Other,,6 min.,6.91,703,Ranked: N/A2,12706
50071,Drivers License,1,Music,"Jun 8, 2021",Universal Music Japan,"None found, add some",Original,,4 min.,5.94,170,Ranked: N/A2,19150
50072,Douse Nakunaru dake,1,Music,"Jun 13, 2020","None found, add some","None found, add some",Original,,2 min.,6.60,277,Ranked: N/A2,16190
50073,Diamond City,1,Music,"Feb 10, 2021","None found, add some","None found, add some",Original,,3 min.,5.87,121,Ranked: N/A2,20415
50074,Ashita wa Nichiyoubi,1,Music,"Aug 7, 2021","None found, add some","None found, add some",Original,,3 min.,6.11,220,Ranked: N/A2,17097
50075,Be All Lie,1,Music,"Oct 24, 2020","None found, add some","None found, add some",Original,,4 min.,6.19,134,Ranked: N/A2,20200
50076,Gusha no Parade,1,Music,"Mar 29, 2019","None found, add some","None found, add some",Original,,4 min.,6.44,167,Ranked: N/A2,18807
50077,Toubou,1,Music,"Jul 28, 2021",Kamitsubaki Studio,"None found, add some",Original,,2 min.,5.93,138,Ranked: N/A2,19456
50078,Musician,1,Music,"Mar 17, 2021","None found, add some","None found, add some",Original,,4 min.,6.67,486,Ranked: N/A2,14756
50079,Dero,1,Music,"Aug 5, 2020",Kamitsubaki Studio,"None found, add some",Original,,3 min.,6.21,139,Ranked: N/A2,19998
50080,Orientation,1,Music,"Nov 7, 2012","None found, add some","None found, add some",Original,,5 min.,5.84,103,Ranked: N/A2,20929
50082,Ending Song,1,Music,"Dec 11, 2014",Space Shower Music,"None found, add some",Original,,4 min.,N/A,,Ranked: N/A2,21746
50084,Kidou Senshi Gundam UC: Zenwa Digest - Banagher no Tabiji,1,Special,"Feb 26, 2019","None found, add some",Sunrise,Novel,,14 min.,5.83,126,105942,15723
50086,Non-Breath Oblige,1,Music,"Jun 2, 2021","None found, add some","None found, add some",Original,,3 min.,6.60,248,Ranked: N/A2,16999
50087,Tobidase! To the Cosmic!!,1,Music,"Sep 6, 2021","None found, add some","None found, add some",Original,,3 min.,6.00,148,Ranked: N/A2,19688
50088,No.2,1,Music,"Feb 19, 2019","None found, add some","None found, add some",Original,,4 min.,6.15,109,Ranked: N/A2,20743
50089,Ithna,1,Music,"Sep 6, 2019","None found, add some","None found, add some",Original,,4 min.,N/A,,Ranked: N/A2,22654
50090,Inko Colors the Animation 2,1,ONA,"Oct 9, 2021","None found, add some","None found, add some",Original,"Adventure, Slice of Life",7 min.,6.20,249,87192,16223
50091,Arifureta Itsuka,1,Music,"Oct 4, 2021",Lantis,"None found, add some",Original,,4 min.,6.27,461,Ranked: N/A2,14111
50094,Lupin III: Part 6 - Jidai,1,TV Special,"Oct 10, 2021","None found, add some",TMS Entertainment,Manga,"Action, Adventure, Comedy, Mystery",22 min.,7.33,2993,26122,7887
50097,Mahouka Koukou no Rettousei 10-shuunen Kinen PV,1,PV,"Jul 9, 2021","None found, add some",8bit,Light novel,,1 min.,6.88,721,Ranked: N/A2,11582
50098,Kyoukaisen,1,Music,"Oct 10, 2021","None found, add some","None found, add some",Original,,5 min.,7.08,2366,Ranked: N/A2,9366
50099,Shin Tennis no Oujisama: U-17 World Cup,13,TV,"Jul 7, 2022 to Sep 29, 2022","Production I.G, TV Tokyo, Nihon Ad Systems, Marvelous AQL, Shueisha, Jinnan Studio, Bandai Namco Filmworks","M.S.C, Studio Kai",Manga,,23 min. per ep.,6.76,5112,54652,5459
50100,Tooi Sekai ni,1,Music,Oct 1975,NHK,"None found, add some",Original,,2 min.,N/A,,Ranked: N/A2,21229
50101,Ame ga Sora kara Fureba,1,Music,"Oct 7, 1976",NHK,"None found, add some",Original,,2 min.,N/A,,Ranked: N/A2,21079
50102,Hasta Luego: Sayonara Tsuki no Neko,1,Music,Feb 1977,NHK,"None found, add some",Original,,2 min.,N/A,,Ranked: N/A2,21699
50103,Salamandra,1,Music,"Aug 1, 1977",NHK,"None found, add some",Original,,2 min.,N/A,,Ranked: N/A2,21880
50105,Shiguang Zhaoxiangguan de Richang,18,ONA,"Oct 10, 2021 to Mar 10, 2023","bilibili, BeDream","LAN Studio, Kung Fu Frog Animation",Original,,8 min. per ep.,6.97,2770,44432,6543
50110,Kata no Ato,1,Movie,"Aug 14, 2020",Tokyo Zokei University,"None found, add some",Original,,4 min.,5.82,325,106712,15049
50111,OTMGirls no Yokiyoki Channel: Birthday Special Story,2,Special,"Nov 5, 2020 to Nov 5, 2021","None found, add some","None found, add some",Other,"Comedy, Slice of Life",1 min. per ep.,5.50,269,119162,15691
50113,Heart Challenger,1,Music,"Feb 14, 2021",Hololive Production,"None found, add some",Original,,4 min.,6.31,547,Ranked: N/A2,13936
50114,Yuan Zun,26,ONA,"May 30, 2024 to Aug 29, 2024","Tencent Penguin Pictures, Winfuture Media",Motion Magic,Web novel,"Action, Adventure, Fantasy",20 min. per ep.,7.42,245,22262,11722
50115,Seventina,1,Music,"Oct 29, 2018","None found, add some","None found, add some",Original,,3 min.,6.10,177,Ranked: N/A2,18759
50116,Aster,1,Music,"Aug 6, 2018","None found, add some",Studio Gohan,Original,,3 min.,6.20,222,Ranked: N/A2,17585
50119,Meeting Place,1,Music,"Jul 5, 2018","None found, add some","None found, add some",Original,,8 min.,N/A,,Ranked: N/A2,21874
50120,Partner's Territory,2,ONA,"May 29, 2019 to Dec 15, 2019","None found, add some","None found, add some",Web manga,"Boys Love, Slice of Life, Erotica",6 min. per ep.,5.32,302,Ranked: N/A2,12323
50123,Uranomito,1,Music,"Aug 11, 2021",Ichikara Inc.,"None found, add some",Original,,4 min.,6.03,214,Ranked: N/A2,17770
50124,Mirai Note,1,Music,"Apr 28, 2021","None found, add some","Studio Elle, Gainax Kyoto",Original,,4 min.,6.45,135,Ranked: N/A2,20026
50125,Lockdown,1,Music,"May 25, 2021","None found, add some","None found, add some",Original,,3 min.,6.09,109,Ranked: N/A2,20835
50126,Therapy,1,Music,2010,"None found, add some","None found, add some",Original,,4 min.,N/A,,Ranked: N/A2,21617
50127,Sushi Tabetai,1,Music,"Jul 15, 2015","None found, add some","None found, add some",Original,,4 min.,N/A,,Ranked: N/A2,21287
50136,Sharedol,1,ONA,"Oct 25, 2021",Sotsu,"Toei Animation, Dangun Pictures",Original,,2 min.,6.45,405,73122,13937
50137,Omoide,1,Movie,"Jan 1, 2001","None found, add some","None found, add some",Original,"Sci-Fi, Slice of Life",4 min.,N/A,,178232,21244
50138,Hifukidake,1,Movie,2004,"None found, add some","None found, add some",Original,,2 min.,N/A,,207202,22496
50139,Disney: Twisted-Wonderland,Unknown,Unknown,Not available,"None found, add some","None found, add some",Game,,Unknown,N/A,,Ranked: N/A2,7176
50141,Yoshida Katsuko no Yabai wa! SDGs: Araburu! Trouble! Sustainable!,13,TV,"Oct 4, 2021 to Dec 27, 2021","None found, add some",DLE,Original,,2 min. per ep.,N/A,,156632,17923
50142,Konu to Tanoshii Otomodachi,12,TV,"Oct 7, 2021 to Dec 23, 2021",TV Tokyo,"None found, add some",Original,,Unknown,N/A,,165572,21186
50145,Kohaku no Mahou,1,Music,Oct 1993,NHK,"None found, add some",Original,,2 min.,N/A,,Ranked: N/A2,21805
50146,Sokkuri Oyako,1,Music,Aug 1992,NHK,"None found, add some",Original,,2 min.,N/A,,Ranked: N/A2,21502
50147,Seishun no Kao,1,Music,Apr 1992,NHK,"None found, add some",Original,,2 min.,N/A,,Ranked: N/A2,21453
50150,Ivy,1,Music,"Dec 20, 2017",Warner Music Japan,"None found, add some",Original,,4 min.,5.92,119,Ranked: N/A2,20339
50151,Saturday,1,Music,"Aug 26, 2021",Warner Music Japan,"None found, add some",Original,,2 min.,6.08,132,Ranked: N/A2,20401
50156,Himitsu no Kichi,2,OVA,"Feb 4, 2022 to Mar 18, 2022","Queen Bee, Mediabank",Blue bread,Manga,,20 min. per ep.,6.38,1738,Ranked: N/A2,8887
50158,Ugoku Ehon: Miyoko-san no Monogatari,1,Special,"Dec 5, 2007","None found, add some","None found, add some",Unknown,,10 min.,N/A,,147352,22819
50159,Zombieland Saga Movie,1,Movie,Not available,Avex Pictures,"None found, add some",Original,"Comedy, Supernatural",Unknown,N/A,,Ranked: N/A2,4209
50160,Kingdom 4th Season,26,TV,"Apr 10, 2022 to Oct 2, 2022","Avex Pictures, Shueisha, NHK Enterprises","Pierrot, Studio Signpost",Manga,,24 min. per ep.,8.73,30322,532,2695
50161,Anehame: Ore no Hatsukoi ga Jisshi na Wake ga Nai,2,OVA,"Dec 24, 2021 to Apr 8, 2022",Mary Jane,BreakBottle,Light novel,,17 min. per ep.,7.12,3464,Ranked: N/A2,6979
50168,Tian Yan Chuanqi,1,Movie,"Oct 1, 2015","None found, add some","None found, add some",Unknown,"Adventure, Fantasy",1 hr. 24 min.,N/A,,144742,22232
50169,Fly with the Night,1,Music,"Oct 18, 2021","None found, add some","None found, add some",Mixed media,,2 min.,6.43,496,Ranked: N/A2,13436
