ID,Title,Episodes,Type,Aired,Producers,Studios,Source,Genres,Duration (mins),Score,Scored By,Rank,Popularity,Year
55032.0,"Kanojo, Okarishimasu Petit Special",1.0,Special,"Jan 27, 2021",Jinnan Studio,AQUA ARIS,Manga,UNKNOWN,0.87,5.58,831.0,116652.0,10735.0,2021.0
55033.0,Tsugu Tsugumomo Mini Anime Specials,8.0,Special,"Jun 10, 2020 to Sep 9, 2020",Zero-G,AQUA ARIS,Manga,UNKNOWN,0.33,5.83,164.0,106202.0,15670.0,2020.0
55042.0,Move to the Future Episode 0,1.0,CM,"Feb 8, 2019",UNKNOWN,Signal.MD,Original,UNKNOWN,1.0,6.09,120.0,,19121.0,2019.0
55049.0,Wonky Monkey,1.0,Music,"Apr 13, 2023",UNKNOWN,UNKNOWN,Original,UNKNOWN,3.0,6.16,309.0,,15921.0,2023.0
55052.0,A Qi Aoyou Ji,30.0,ONA,"Jul 23, 2021 to Sep 26, 2021",UNKNOWN,UNKNOWN,Original,"Adventure, Comedy",3.0,6.35,119.0,78542.0,16388.0,2021.0
55071.0,Amagami-san Chi no Enmusubi,24.0,TV,"Oct 2, 2024 to ?","Kodansha, KlockWorx, King Records, Crunchyroll, BS NTV",Drive,Manga,"Comedy, Romance",23.0,7.03,4810.0,41832.0,3479.0,2024.0
55088.0,Adventure,1.0,Music,"Mar 11, 2023",Kassen,P.I.C.S.,Original,UNKNOWN,3.0,6.48,230.0,,17724.0,2023.0
55089.0,Mellow (Music),1.0,Music,"Apr 11, 2023",UNKNOWN,UNKNOWN,Manga,UNKNOWN,4.0,6.91,720.0,,13162.0,2023.0
55092.0,Umi no Manimani,1.0,Music,"Mar 21, 2023",Kassen,UNKNOWN,Original,UNKNOWN,4.0,7.03,364.0,,15542.0,2023.0
55093.0,Li Shi Zhentan Shiwusuo: A Day in Lungmen - Liang Xiaoshi Jiaqi,1.0,ONA,"Apr 22, 2023",UNKNOWN,Gravity Well,Game,"Comedy, Mystery",9.0,6.16,423.0,89082.0,13495.0,2023.0
55102.0,Girls Band Cry,13.0,TV,"Apr 6, 2024 to Jun 29, 2024",agehasprings,Toei Animation,Original,UNKNOWN,23.0,8.4,30610.0,1922.0,2403.0,2024.0
55111.0,Geuleon Gyejeol Ijanh Ayo,1.0,Music,"Apr 23, 2023",UNKNOWN,UNKNOWN,Original,"Drama, Girls Love, Sci-Fi",3.0,6.16,210.0,,17154.0,2023.0
55115.0,Hokkyoku Hyakkaten no Concierge-san,1.0,Movie,"Oct 20, 2023","Aniplex, KDDI, Tohan Corporation, ADK Marketing Solutions",Production I.G,Manga,"Fantasy, Slice of Life",67.0,7.43,1220.0,21812.0,7336.0,2023.0
55125.0,Ensemble Stars!! Tsuioku Selection Crossroad,6.0,ONA,"Nov 10, 2023 to Nov 15, 2023",Happy Elements,DandeLion Animation Studio,Game,UNKNOWN,12.0,7.0,250.0,43362.0,12221.0,2023.0
55128.0,Re:Searchlight,1.0,Music,"Apr 25, 2023",UNKNOWN,UNKNOWN,Original,UNKNOWN,5.0,6.09,113.0,,20623.0,2023.0
55129.0,Oroka na Tenshi wa Akuma to Odoru,12.0,TV,"Jan 9, 2024 to Mar 26, 2024","TV Tokyo, Pony Canyon, Movic, AT-X, Gaina, Docomo Anime Store, Crunchyroll, Kadokawa, Aoni Production, Nihon Keizai Koukokusha, ANLA",Children's Playground Entertainment,Manga,"Comedy, Supernatural",23.0,6.91,42139.0,47022.0,1964.0,2024.0
55130.0,Zhen Wu Dianfeng 2nd Season,52.0,ONA,"May 10, 2023 to Nov 25, 2023",Youku,Ruo Hong Culture,Original,"Action, Adventure, Fantasy",10.0,7.13,381.0,36832.0,13096.0,2023.0
55134.0,Meitantei Conan: TDK Video Head Cleaner,5.0,Special,1996,UNKNOWN,UNKNOWN,Manga,UNKNOWN,0.67,5.58,163.0,116712.0,17145.0,1996.0
55145.0,Okusama no Kaifuku Jutsu The Animation,,OVA,"Jul 28, 2023 to ?",Pink Pineapple,Seven,Visual novel,UNKNOWN,30.0,6.86,831.0,,10453.0,2023.0
55146.0,Kunoichi Ryoujokuden Ajisai,,OVA,"Jul 28, 2023 to ?",UNKNOWN,Suzuki Mirano,Game,UNKNOWN,20.0,6.05,665.0,,11017.0,2023.0
55149.0,Komada Jouryuusho e Youkoso,1.0,Movie,"Nov 10, 2023","GAGA, DMM.com",P.A. Works,Original,UNKNOWN,90.0,6.85,757.0,49952.0,6954.0,2023.0
55150.0,Yarinaoshi Reijou wa Ryuutei Heika wo Kouryakuchuu,12.0,TV,"Oct 9, 2024 to ?","AT-X, Magic Capsule, Docomo Anime Store, Kansai Telecasting, BS NTV, Kadokawa",J.C.Staff,Light novel,"Comedy, Fantasy, Romance",23.0,7.26,3136.0,30282.0,3801.0,2024.0
55151.0,Da Zhu Zai Nian Fan,52.0,ONA,"Jun 30, 2023 to Jun 7, 2024","iQIYI, High Energy Studio",Motion Magic,Web novel,"Action, Adventure, Fantasy, Romance",19.0,7.73,632.0,11912.0,11315.0,2023.0
55153.0,Yuzuki-san Chi no Yonkyoudai.,12.0,TV,"Oct 5, 2023 to Dec 21, 2023","Pierrot, Movic, AT-X, Tokyo MX, Avex Pictures, BS11, Shogakukan, U-NEXT, A-Sketch, Bit grooove promotion",Shuka,Manga,UNKNOWN,23.0,7.89,21855.0,8382.0,2917.0,2023.0
55161.0,Tanetsuke Ojisan to NTR Hitozuma Sex The Animation,1.0,OVA,"Jul 28, 2023",Showten,Studio 1st,Manga,UNKNOWN,19.0,6.59,1648.0,,9552.0,2023.0
55162.0,Tanetsuke Ojisan to Papakko JD Saimin Seikatsu The Animation,1.0,OVA,"Sep 29, 2023",Showten,Studio 1st,Manga,UNKNOWN,18.0,6.15,1173.0,,10293.0,2023.0
55166.0,Yami Shibai 11,13.0,TV,"Jul 10, 2023 to Oct 2, 2023",UNKNOWN,ILCA,Original,"Avant Garde, Horror, Supernatural",4.0,5.81,2507.0,107072.0,7554.0,2023.0
55179.0,Futari no Yakusoku,1.0,ONA,"Nov 28, 2022",UNKNOWN,UNKNOWN,Game,UNKNOWN,1.0,5.88,151.0,103702.0,18205.0,2022.0
55181.0,Tsurupeta Shugo Kishi Elfina Ochiru,2.0,OVA,"Apr 14, 2023 to Jun 23, 2023","Queen Bee, Mediabank",Blue bread,Manga,UNKNOWN,20.0,6.33,1225.0,,10538.0,2023.0
55183.0,Kien Romance,1.0,Music,"Apr 21, 2023",UNKNOWN,UNKNOWN,Original,UNKNOWN,3.0,6.9,405.0,,14999.0,2023.0
55185.0,Frisbee,1.0,Music,"Feb 25, 2022",UNKNOWN,UNKNOWN,Original,UNKNOWN,3.0,6.37,122.0,,20799.0,2022.0
55186.0,Shu Tian Fu Mo Lu,16.0,ONA,"May 26, 2023 to Sep 15, 2023",High Energy Studio,Big Firebird Culture,UNKNOWN,"Action, Adventure, Fantasy",22.0,6.84,195.0,50712.0,13670.0,2023.0
55187.0,Never Fear,1.0,Music,"Jan 17, 2023",UNKNOWN,UNKNOWN,Original,UNKNOWN,3.0,6.37,227.0,,17392.0,2023.0
55191.0,Hidari Pilot Film,1.0,ONA,"Jan 17, 2023","Whatever Co., Taiyo Kikaku","dwarf, Tecarat",Original,UNKNOWN,5.0,7.13,334.0,36962.0,15630.0,2023.0
55192.0,Jiu Tian Xuan Di Jue 4th Season,52.0,ONA,"May 1, 2023 to Nov 16, 2023",Youku,Ruo Hong Culture,Original,"Action, Adventure, Fantasy",10.0,6.47,149.0,71842.0,15368.0,2023.0
55194.0,Ooi! Tonbo,13.0,TV,"Apr 6, 2024 to Jun 29, 2024","TV Tokyo, Shogakukan-Shueisha Productions, TOHO, Shogakukan Music & Digital Entertainment, Shogakukan, BS TV Tokyo, Techno Sound, Happinet Phantom Studios, Golf Digest Sha, TV Tokyo Direct",OLM,Manga,"Drama, Sports",24.0,7.07,4026.0,40102.0,6229.0,2024.0
55204.0,1985,1.0,Music,"Mar 21, 2023",Mirrorball Music,UNKNOWN,Original,UNKNOWN,6.0,5.45,144.0,,19899.0,2023.0
55207.0,Fire Emblem Heroes - Book V Ending Movie,1.0,ONA,"Nov 28, 2021",UNKNOWN,Anima,Game,UNKNOWN,3.0,6.0,143.0,97762.0,18603.0,2021.0
55214.0,Yume ja Nai (2020),1.0,Music,"Dec 2, 2020",UNKNOWN,UNKNOWN,Original,"Adventure, Fantasy",4.0,5.89,183.0,,18219.0,2020.0
55216.0,Koe Dake ga,1.0,Music,"Mar 9, 2021",UNKNOWN,UNKNOWN,Original,"Adventure, Fantasy",4.0,5.75,384.0,,14852.0,2021.0
55225.0,Bear Bear Bear Kuma Punch!,5.0,ONA,"May 3, 2023 to May 7, 2023",UNKNOWN,EMT Squared,Light novel,UNKNOWN,0.58,5.87,504.0,104172.0,12679.0,2023.0
55237.0,"Jashin-chan Dropkick ""Seikimatsu-hen""",1.0,TV Special,"Dec 27, 2023",UNKNOWN,Makaria,Web manga,"Comedy, Supernatural",23.0,6.9,2880.0,47572.0,7193.0,2023.0
55244.0,Paku,1.0,Music,"Mar 30, 2022",UNKNOWN,UNKNOWN,Original,UNKNOWN,2.0,5.86,189.0,,18418.0,2022.0
55247.0,Tirori Mix,1.0,Music,"Jan 13, 2023",WACHAJACK,Caviar,Original,"Gourmet, Sci-Fi",3.0,6.19,313.0,,16192.0,2023.0
55255.0,Alien Stage,,Music,"Sep 7, 2022 to ?",UNKNOWN,LICO,Music,"Drama, Sci-Fi, Suspense",3.0,8.59,980.0,,10074.0,2022.0
55265.0,"Tensei Kizoku, Kantei Skill de Nariagaru",12.0,TV,"Apr 7, 2024 to Jun 23, 2024","Dentsu, Lantis, CBC Television, Kodansha, Crunchyroll, U-NEXT, Tencent Japan, Bushiroad Move, Bandai Namco Filmworks, Bandai Namco Music Live",studio MOTHER,Light novel,"Adventure, Fantasy",23.0,7.14,63585.0,36642.0,1737.0,2024.0
55272.0,Vinland Saga Season 2: Same Old Story,1.0,ONA,"May 12, 2023",UNKNOWN,MAPPA,Manga,"Action, Adventure, Drama",1.0,6.9,5083.0,47842.0,5481.0,2023.0
55277.0,Shayou (Music),1.0,Music,"May 10, 2023",UNKNOWN,Wit Studio,Original,UNKNOWN,3.0,6.89,1010.0,,11994.0,2023.0
55278.0,Fudanshi Shoukan: Isekai de Shinjuu ni Hameraremashita 4th Season,3.0,ONA,"Dec 9, 2022 to Dec 23, 2022",UNKNOWN,AQUA ARIS,Web manga,"Boys Love, Fantasy",2.0,5.88,158.0,103692.0,16471.0,2022.0
55279.0,Fudanshi Shoukan: Isekai de Shinjuu ni Hameraremashita 5th Season,3.0,ONA,"May 10, 2023 to May 24, 2023",UNKNOWN,AQUA ARIS,Web manga,"Boys Love, Fantasy",2.0,5.8,152.0,107782.0,16465.0,2023.0
55283.0,Kidou Senshi Gundam: Suisei no Majo Season 2 Recap,1.0,TV Special,"May 14, 2023",UNKNOWN,Sunrise,Original,"Action, Sci-Fi",24.0,6.19,400.0,87392.0,13546.0,2023.0
55288.0,Day by Day (2023),1.0,Music,"Jan 16, 2023",UNKNOWN,ARCUS,Game,"Fantasy, Slice of Life",1.0,6.33,289.0,,15434.0,2023.0
55289.0,One Piece: Dai Gekisen Tokushuu! Zoro vs. Ookanban!,1.0,TV Special,"May 14, 2023",UNKNOWN,Toei Animation,Manga,"Action, Adventure, Comedy, Fantasy",24.0,6.56,1589.0,66392.0,9782.0,2023.0
55297.0,Hibana Chiru,1.0,Music,"Nov 17, 2021",UNKNOWN,THINKR,Original,UNKNOWN,4.0,6.01,153.0,,18073.0,2021.0
55298.0,Fuhou Shinnyuu,1.0,Music,"May 15, 2023",UNKNOWN,UNKNOWN,Original,UNKNOWN,4.0,6.24,158.0,,19294.0,2023.0
55302.0,Tsuru ga Mau Yoru ni,1.0,ONA,"Mar 31, 2023",UNKNOWN,"pH Studio, Noovo",Original,UNKNOWN,10.0,6.21,149.0,86832.0,17752.0,2023.0
55305.0,Bastions,5.0,TV,"May 14, 2023 to Jun 11, 2023",UNKNOWN,UNKNOWN,Original,"Action, Comedy",14.0,5.54,113.0,117882.0,18162.0,2023.0
55306.0,Telepath,1.0,Music,"Feb 1, 2023",UNKNOWN,Gainax Kyoto,Original,UNKNOWN,5.0,6.35,427.0,,14411.0,2023.0
55307.0,Sayuumou,1.0,Music,"Jul 25, 2022",UNKNOWN,MORIE Inc.,Original,UNKNOWN,4.0,6.35,110.0,,21065.0,2022.0
55310.0,Atarashii Joushi wa Do Tennen,12.0,TV,"Oct 7, 2023 to Dec 23, 2023","Aniplex, Movic, Tokyo MX, Akita Shoten, BS11, ABC Animation, ABC Frontier",A-1 Pictures,Web manga,UNKNOWN,23.0,7.94,22630.0,7292.0,2950.0,2023.0
55312.0,Algernon,1.0,Music,"Mar 17, 2023",UNKNOWN,UNKNOWN,Original,UNKNOWN,4.0,6.16,119.0,,20552.0,2023.0
55315.0,Gensou Mangekyou: The Memories of Phantasm,18.0,OVA,"Aug 12, 2011 to May 7, 2023",UNKNOWN,UNKNOWN,Game,UNKNOWN,16.0,7.62,2749.0,14722.0,7368.0,2011.0
55316.0,Fly With Me,1.0,Music,"Apr 29, 2020",UNKNOWN,PERIMETRON,Original,"Action, Avant Garde, Sci-Fi",5.0,6.0,165.0,,18960.0,2020.0
55319.0,"Kyou, Watashi no Monogatari ga Hashirimasu.: Another Side-hen",1.0,CM,"May 13, 2023",UNKNOWN,Studio Colorido,Original,"Slice of Life, Sports",1.0,5.95,169.0,,18009.0,2023.0
55321.0,Float Play,1.0,Music,"Jan 13, 2023",UNKNOWN,UNKNOWN,Original,UNKNOWN,4.0,6.17,145.0,,20117.0,2023.0
55324.0,Devilman Pilot Film,1.0,Special,"Oct 7, 2015",UNKNOWN,Toei Animation,Manga,"Action, Horror, Supernatural",2.0,5.76,130.0,109282.0,17848.0,2015.0
55328.0,Storywriter (2022),1.0,Music,"Dec 16, 2022",UNKNOWN,"Maxilla, NANON CREATIVE, SIGNIF",Original,UNKNOWN,4.0,6.18,125.0,,19715.0,2022.0
55329.0,Tsuki ni Hoeru feat. Kaho Nakamura,1.0,Music,"Jan 29, 2023",UNKNOWN,Wit Studio,Original,UNKNOWN,3.0,6.0,111.0,,20708.0,2023.0
55333.0,Do U,1.0,Music,"Sep 18, 2022",Hololive Production,UNKNOWN,Original,UNKNOWN,3.0,6.51,272.0,,16725.0,2022.0
55339.0,Mashle: Mash Burnedead to Fushigi na Tegami,1.0,TV Special,"May 20, 2023",UNKNOWN,A-1 Pictures,Manga,"Action, Comedy, Fantasy",23.0,6.39,7871.0,76442.0,5239.0,2023.0
55341.0,Doku Ringo,1.0,Music,"Dec 2, 2022",UNKNOWN,OTOIRO,Original,UNKNOWN,2.0,6.28,139.0,,19731.0,2022.0
55342.0,Mannequin,1.0,Music,"Mar 9, 2023",UNKNOWN,OTOIRO,Original,UNKNOWN,3.0,6.39,188.0,,18517.0,2023.0
55345.0,W.O.L.F. (Win Or Lose Fight) PV,1.0,PV,"Mar 14, 2023",UNKNOWN,Studio Jemi,Web manga,"Mystery, Supernatural",1.0,5.83,137.0,,19185.0,2023.0
55355.0,Li Shi Zhentan Shiwusuo: A Day in Lungmen - Home Service,1.0,ONA,"Oct 24, 2021",UNKNOWN,"HMCH, Gravity Well",Game,"Action, Comedy, Mystery",3.0,6.21,263.0,86552.0,14586.0,2021.0
55356.0,Show in Backrooms,1.0,CM,"Oct 18, 2022",UNKNOWN,UNKNOWN,Original,UNKNOWN,1.0,4.93,276.0,,16425.0,2022.0
55357.0,Bocchi the Rock! Movie,2.0,Movie,"Jun 7, 2024 to Aug 9, 2024",UNKNOWN,CloverWorks,4-koma manga,UNKNOWN,88.0,8.17,1694.0,4272.0,2966.0,2024.0
55358.0,Bucchigiri?!,12.0,TV,"Jan 13, 2024 to Apr 6, 2024","TOHO animation, dugout",MAPPA,Original,"Comedy, Fantasy",24.0,6.54,35452.0,67132.0,2289.0,2024.0
55362.0,Guiying Yu Li Shi Zhentan Shiwusuo,1.0,ONA,"Jan 23, 2022",UNKNOWN,Gravity Well,Game,"Comedy, Mystery",4.0,5.72,204.0,111082.0,15352.0,2022.0
55364.0,Ain't Seen Nothing Like This,1.0,Music,"Jan 20, 2022",UNKNOWN,ARCUS,Game,UNKNOWN,2.0,6.27,198.0,,18069.0,2022.0
55365.0,Azur Lane Valentine Special Mission,1.0,ONA,"Feb 13, 2023",UNKNOWN,ARCUS,Game,"Gourmet, Slice of Life",1.0,5.94,357.0,100682.0,14074.0,2023.0
55366.0,Iiwake Bunny,1.0,Music,"Dec 3, 2022",UNKNOWN,OTOIRO,Original,UNKNOWN,3.0,6.33,223.0,,17811.0,2022.0
55367.0,Mosh Race,1.0,Music,"Jan 27, 2023",UNKNOWN,UNKNOWN,Original,UNKNOWN,3.0,6.21,197.0,,18321.0,2023.0
55368.0,P.E.T.,1.0,Music,"Mar 15, 2023",UNKNOWN,UNKNOWN,Original,UNKNOWN,3.0,6.3,235.0,,17205.0,2023.0
55369.0,Michizure,1.0,Music,"Mar 22, 2023","Hololive Production, Production HASU",UNKNOWN,Original,UNKNOWN,3.0,6.55,316.0,,16206.0,2023.0
55370.0,Planetarium,1.0,Music,"Apr 21, 2023",UNKNOWN,UNKNOWN,Original,UNKNOWN,3.0,6.57,293.0,,16234.0,2023.0
55371.0,Last Of Me,1.0,Music,"Jul 26, 2020",UNKNOWN,UNKNOWN,Game,"Action, Fantasy",1.0,6.22,177.0,,18306.0,2020.0
55372.0,End Like This,1.0,Music,"Jan 9, 2021",UNKNOWN,UNKNOWN,Game,"Action, Fantasy",2.0,6.3,176.0,,18467.0,2021.0
55375.0,39 Music!,1.0,Music,"Jun 29, 2016",UNKNOWN,UNKNOWN,Original,UNKNOWN,4.0,6.35,240.0,,17765.0,2016.0
55376.0,Viva Happy,1.0,Music,"Jul 26, 2013",UNKNOWN,UNKNOWN,Original,UNKNOWN,3.0,6.24,150.0,,19801.0,2013.0
55378.0,Kageiro Mai,1.0,Music,"Nov 22, 2022",UNKNOWN,UNKNOWN,Mixed media,UNKNOWN,3.0,6.57,159.0,,19280.0,2022.0
55391.0,Nyochio ga Yattekuru☆Yaa☆Yaa☆Yaa☆,1.0,Music,"Apr 1, 2023",UNKNOWN,UNKNOWN,Mixed media,UNKNOWN,2.0,6.03,128.0,,20300.0,2023.0
55392.0,Follow Your Fantasy,1.0,Music,"Dec 17, 2021",UNKNOWN,CygamesPictures,Original,UNKNOWN,1.0,6.36,183.0,,17663.0,2021.0
55397.0,Pon no Michi,12.0,TV,"Jan 6, 2024 to Mar 23, 2024","Mainichi Broadcasting System, Kodansha, Good Smile Company, DMM.com, Myrica Music, AQUA ARIS, Bit grooove promotion, SUPA LOVE, Yostar, Sankyo",OLM,Original,"Slice of Life, Supernatural",24.0,6.49,7866.0,70272.0,4084.0,2024.0
55404.0,Slash,1.0,Music,"May 22, 2023",MAZRI,Gyorai Eizo Inc.,Original,UNKNOWN,4.0,6.51,529.0,,13925.0,2023.0
55408.0,100 Manten☆Pax Salomena,1.0,Music,"May 21, 2023",UNKNOWN,UNKNOWN,Original,UNKNOWN,3.0,5.86,165.0,,19503.0,2023.0
55454.0,Shuumatsu no Walküre II Part 2,5.0,ONA,"Jul 12, 2023","Mainichi Broadcasting System, Warner Bros. Japan, KlockWorx, Coamix, Sammy","Yumeta Company, Graphinica",Manga,"Action, Drama, Fantasy",24.0,7.55,42662.0,17142.0,2599.0,2023.0
55463.0,Odekake Kozame,60.0,ONA,"Aug 1, 2023 to May 10, 2024","Kadokawa, dugout",ENGI,Manga,UNKNOWN,1.0,7.31,841.0,27512.0,10618.0,2023.0
55472.0,Nero,1.0,Music,"Apr 9, 2023",UNKNOWN,UNKNOWN,Original,UNKNOWN,3.0,6.69,606.0,,13679.0,2023.0
55482.0,Ontology,1.0,Music,"Oct 23, 2020",UNKNOWN,UNKNOWN,Original,UNKNOWN,5.0,6.34,118.0,,20573.0,2020.0
55483.0,Amagami,1.0,Music,"Feb 25, 2022",UNKNOWN,UNKNOWN,Original,UNKNOWN,3.0,6.41,153.0,,19476.0,2022.0
55512.0,Mahou Shoujo Noble Rose The Animation,2.0,OVA,"Jul 14, 2023 to Sep 15, 2023",UNKNOWN,Anime Antenna Iinkai,Game,"Supernatural, Hentai",17.0,5.64,352.0,,12649.0,2023.0
55517.0,The iDOLM@STER Cinderella Girls: U149 Recap,1.0,TV Special,"May 25, 2023",UNKNOWN,CygamesPictures,Web manga,UNKNOWN,23.0,6.29,287.0,82122.0,13979.0,2023.0
55524.0,Tsundero Series,6.0,OVA,"Sep 1, 2023 to Feb 2, 2024",Lune-Pictures,T-Rex,Manga,UNKNOWN,16.0,7.17,1946.0,,8715.0,2023.0
55526.0,Sleepless Nocturne The Animation,2.0,OVA,"Aug 25, 2023 to Oct 27, 2023",Showten,BreakBottle,Visual novel,UNKNOWN,17.0,5.67,1123.0,,10148.0,2023.0
55528.0,Yuuki Bakuhatsu Bang Bravern,12.0,TV,"Jan 11, 2024 to Mar 28, 2024","Shochiku, TBS, Good Smile Company, Fields, Cygames, Tencent Japan, dugout, Happinet Media Marketing",CygamesPictures,Original,"Action, Comedy, Sci-Fi",23.0,7.57,8356.0,16422.0,4518.0,2024.0
55544.0,The End,1.0,Music,"Dec 1, 2012",UNKNOWN,UNKNOWN,Original,"Avant Garde, Drama, Suspense",83.0,5.89,121.0,,16341.0,2012.0
55547.0,Kono Koi ni Kizuite The Animation,,OVA,"Aug 25, 2023 to ?",Pink Pineapple,Seven,Manga,UNKNOWN,30.0,7.83,2225.0,,7929.0,2023.0
55548.0,So_low,,OVA,"Jul 28, 2023 to ?",UNKNOWN,Nur,Original,UNKNOWN,20.0,6.18,593.0,,11140.0,2023.0
55568.0,Hana Ichi Monme (2023),1.0,Music,"Jun 4, 2023",UNKNOWN,UNKNOWN,Original,UNKNOWN,4.0,6.26,117.0,,20470.0,2023.0
55569.0,Kyoufuu All Back,1.0,Music,"Mar 15, 2023",UNKNOWN,UNKNOWN,Original,UNKNOWN,2.0,6.75,252.0,,15406.0,2023.0
55570.0,Shin Tennis no Oujisama: U-17 World Cup Semifinal,13.0,TV,"Oct 3, 2024 to ?","Production I.G, TV Tokyo, Nihon Ad Systems, Marvelous AQL, Shueisha, Jinnan Studio, Bandai Namco Filmworks",M.S.C,Manga,UNKNOWN,23.0,6.76,297.0,54652.0,8626.0,2024.0
55578.0,Si Ge Yongzhe,10.0,ONA,"Jul 17, 2023 to Sep 11, 2023",bilibili,PHANTOM,Web manga,"Action, Adventure, Comedy, Fantasy, Romance",7.0,6.58,3863.0,64892.0,4953.0,2023.0
55584.0,Chocolate Town,1.0,Music,"Feb 2, 2018",UNKNOWN,UNKNOWN,Original,UNKNOWN,3.0,6.38,149.0,,20176.0,2018.0
55591.0,Idol (Mori Calliope Cover),1.0,Music,"Jun 6, 2023",Universal Music Japan,UNKNOWN,Music,UNKNOWN,3.0,6.25,953.0,,12323.0,2023.0
55593.0,Holo no Graffiti Specials,,ONA,"Apr 29, 2019 to ?",UNKNOWN,Hololive Production,Other,UNKNOWN,1.0,6.52,136.0,68802.0,13847.0,2019.0
55594.0,Chocosanji,12.0,ONA,"Apr 29, 2021 to Apr 1, 2022",ANYCOLOR,UNKNOWN,Other,UNKNOWN,2.0,5.85,110.0,105092.0,18192.0,2021.0
55597.0,Hananoi-kun to Koi no Yamai,12.0,TV,"Apr 4, 2024 to Jun 20, 2024","TBS, Kodansha, Good Smile Company, Crunchyroll, DMM.com",East Fish Studio,Manga,UNKNOWN,23.0,6.73,35816.0,56672.0,2075.0,2024.0
55616.0,Fuufu Koukan: Modorenai Yoru,8.0,ONA,"Jul 2, 2023 to Sep 2, 2023",Suiseisha,Studio Hokiboshi,Manga,UNKNOWN,6.0,6.48,1260.0,,9765.0,2023.0
55617.0,Day/Night DiSCO,1.0,Music,"Jun 10, 2023",UNKNOWN,UNKNOWN,Game,UNKNOWN,1.0,6.05,143.0,,19674.0,2023.0
55636.0,Snack Basue,13.0,TV,"Jan 13, 2024 to Apr 5, 2024","Sotsu, Pony Canyon, Bit grooove promotion, BS Asahi",Studio PuYUKAI,Manga,UNKNOWN,23.0,6.49,2872.0,70342.0,6837.0,2024.0
55637.0,Tsuki no Hana,1.0,Music,"Jun 13, 2023",THINKR,UNKNOWN,Original,UNKNOWN,4.0,6.38,283.0,,16113.0,2023.0
55640.0,Wasure Hoshi no Volicia,1.0,Movie,"Jul 3, 2023",UNKNOWN,UNKNOWN,Original,"Action, Girls Love, Sci-Fi",32.0,6.1,306.0,92692.0,10474.0,2023.0
55644.0,Dr. Stone: New World Part 2,11.0,TV,"Oct 12, 2023 to Dec 21, 2023","TOHO animation, Shueisha",TMS Entertainment,Manga,"Adventure, Comedy, Sci-Fi",23.0,8.33,154535.0,2502.0,805.0,2023.0
55647.0,One Piece: Dai Gekisen Tokushuu! Hangeki Doumei vs. Big Mom,1.0,TV Special,"Jun 18, 2023",UNKNOWN,Toei Animation,Manga,"Action, Adventure, Comedy, Fantasy",24.0,6.58,1545.0,64792.0,9788.0,2023.0
55651.0,Tonikaku Kawaii: Joshikou-hen,4.0,ONA,"Jul 12, 2023 to Aug 23, 2023","Shogakukan-Shueisha Productions, Warner Bros. Japan, KlockWorx, Shogakukan, Crunchyroll",Seven Arcs,Manga,"Comedy, Romance",23.0,7.76,28720.0,11022.0,2881.0,2023.0
55655.0,Cang Yuan Tu,26.0,ONA,"Jun 22, 2023 to Dec 7, 2023","Youku, Tianshi Wenhua, China South Angel",Shenman Entertainment,Web novel,"Action, Adventure, Fantasy",23.0,8.16,1053.0,4372.0,10540.0,2023.0
55676.0,Fins,1.0,Music,"Jun 6, 2023",UNKNOWN,UNKNOWN,Original,UNKNOWN,4.0,6.46,406.0,,14257.0,2023.0
55684.0,Yong Sheng: Shi Nian Zhi Yue,12.0,ONA,"Jul 8, 2023 to Sep 16, 2023",bilibili,Oriental Creative Color,Web novel,"Action, Adventure, Fantasy",24.0,7.56,624.0,17082.0,12284.0,2023.0
55688.0,Baka Bakka,1.0,Music,"Jun 11, 2023",Hololive Production,OTOIRO,Original,UNKNOWN,2.0,6.37,313.0,,15863.0,2023.0
55690.0,Boku no Kokoro no Yabai Yatsu 2nd Season,13.0,TV,"Jan 7, 2024 to Mar 31, 2024","Dentsu, TV Asahi, Movic, Magic Capsule, Avex Pictures, Akita Shoten, BS Asahi, TV Asahi Music",Shin-Ei Animation,Manga,"Comedy, Romance",23.0,8.8,118438.0,352.0,1153.0,2024.0
55691.0,Koumi-jima Shuu 7 de Umeru Mesu-tachi,2.0,ONA,"Feb 17, 2023 to May 17, 2023",Torudaya,Seven,Other,UNKNOWN,15.0,6.3,1544.0,,9956.0,2023.0
55692.0,Feng Ling Yu Xiu 2nd Season,12.0,ONA,"Jul 2, 2023 to Sep 10, 2023",bilibili,Sunflowers,Original,"Action, Adventure",25.0,7.63,422.0,14572.0,11975.0,2023.0
55693.0,Zhen Yang Wushen,14.0,ONA,"Jul 10, 2023 to Oct 2, 2023",Youku,Wonder Cat Animation,Web novel,"Action, Fantasy",20.0,6.77,283.0,54112.0,14048.0,2023.0
55694.0,Gaishi Dizun,52.0,ONA,"Jul 30, 2023 to Jan 21, 2024","Youku, Dongyao Dongman",Xiaoming Taiji,Web novel,"Action, Adventure, Fantasy",12.0,6.72,262.0,56862.0,13954.0,2023.0
55701.0,Kimetsu no Yaiba: Hashira Geiko-hen,8.0,TV,"May 12, 2024 to Jun 30, 2024","Aniplex, Shueisha",ufotable,Manga,"Action, Supernatural",29.0,8.14,266683.0,4582.0,429.0,2024.0
