ID,Title,Episodes,Type,Aired,Producers,Studios,Source,Genres,Duration (mins),Score,Scored By,Rank,Popularity,Year
1.0,Cowboy Bebop,26.0,TV,"Apr 3, 1998 to Apr 24, 1999",Bandai Visual,Sunrise,Original,"Action, Award Winning, Sci-Fi",24.0,8.75,988000.0,482.0,43.0,1998.0
5.0,Cowboy Bebop: Tengoku no Tobira,1.0,Movie,"Sep 1, 2001","Sunrise, Bandai Visual",Bones,Original,"Action, Sci-Fi",115.0,8.38,219779.0,2092.0,631.0,2001.0
6.0,Trigun,26.0,TV,"Apr 1, 1998 to Sep 30, 1998",Victor Entertainment,Madhouse,Manga,"Action, Adventure, Sci-Fi",24.0,8.22,380049.0,3602.0,258.0,1998.0
7.0,Witch Hunter Robin,26.0,TV,"Jul 3, 2002 to Dec 25, 2002","Bandai Visual, Dentsu, Victor Entertainment",Sunrise,Original,"Action, Drama, Mystery, Supernatural",25.0,7.24,44600.0,30982.0,1908.0,2002.0
8.0,Bouken Ou Beet,52.0,TV,"Sep 30, 2004 to Sep 29, 2005","TV Tokyo, Dentsu",Toei Animation,Manga,"Action, Adventure, Fantasy",23.0,6.93,6891.0,45862.0,5485.0,2004.0
15.0,Eyeshield 21,145.0,TV,"Apr 6, 2005 to Mar 19, 2008","TV Tokyo, Nihon Ad Systems, TV Tokyo Music, Shueisha",Gallop,Manga,UNKNOWN,23.0,7.91,90331.0,7812.0,1328.0,2005.0
16.0,Hachimitsu to Clover,24.0,TV,"Apr 15, 2005 to Sep 27, 2005","Dentsu, Genco, Fuji TV, Asmik Ace, Shueisha",J.C.Staff,Manga,"Comedy, Drama, Romance",23.0,7.99,84676.0,6682.0,925.0,2005.0
17.0,Hungry Heart: Wild Striker,52.0,TV,"Sep 11, 2002 to Sep 10, 2003",UNKNOWN,Nippon Animation,Manga,"Comedy, Slice of Life, Sports",23.0,7.54,13750.0,17782.0,4526.0,2002.0
18.0,Initial D Fourth Stage,24.0,TV,"Apr 17, 2004 to Feb 18, 2006",OB Planning,A.C.G.T.,Manga,"Action, Drama",27.0,8.17,109612.0,4342.0,1277.0,2004.0
19.0,Monster,74.0,TV,"Apr 7, 2004 to Sep 28, 2005","VAP, Shogakukan-Shueisha Productions, Nippon Television Network",Madhouse,Manga,"Drama, Mystery, Suspense",24.0,8.88,440783.0,262.0,126.0,2004.0
20.0,Naruto,220.0,TV,"Oct 3, 2002 to Feb 8, 2007","TV Tokyo, Aniplex, Shueisha",Pierrot,Manga,"Action, Adventure, Fantasy",23.0,8.0,2012004.0,6582.0,9.0,2002.0
21.0,One Piece,,TV,"Oct 20, 1999 to ?","Fuji TV, TAP, Shueisha",Toei Animation,Manga,"Action, Adventure, Fantasy",24.0,8.72,1383856.0,572.0,19.0,1999.0
22.0,Tennis no Oujisama,178.0,TV,"Oct 10, 2001 to Mar 23, 2005","Production I.G, Nihon Ad Systems",Trans Arts,Manga,UNKNOWN,22.0,7.85,85698.0,9002.0,1319.0,2001.0
23.0,Ring ni Kakero 1,12.0,TV,"Oct 6, 2004 to Dec 15, 2004",UNKNOWN,Toei Animation,Manga,UNKNOWN,23.0,6.36,1779.0,77972.0,8565.0,2004.0
24.0,School Rumble,26.0,TV,"Oct 5, 2004 to Mar 29, 2005","TV Tokyo, Sotsu, Marvelous Entertainment, Starchild Records, Media Factory, DAX Production",Studio Comet,Manga,"Comedy, Romance",23.0,7.89,151182.0,8292.0,752.0,2004.0
25.0,Sunabouzu,24.0,TV,"Oct 6, 2004 to Mar 30, 2005","GDH, Pony Canyon, CBC Television, Omnibus Promotion, RKB Mainichi Broadcasting Corporation",Gonzo,Manga,"Action, Adventure, Comedy, Sci-Fi, Ecchi",24.0,7.37,56088.0,24162.0,1664.0,2004.0
26.0,Texhnolyze,22.0,TV,"Apr 17, 2003 to Sep 25, 2003","Group TAC, Rondo Robe, Fuji TV, Pioneer LDC, Geneon Entertainment USA",Madhouse,Original,"Avant Garde, Drama, Mystery, Sci-Fi, Suspense",23.0,7.76,59083.0,10962.0,969.0,2003.0
27.0,Trinity Blood,24.0,TV,"Apr 29, 2005 to Oct 28, 2005",UNKNOWN,Gonzo,Light novel,"Action, Fantasy",24.0,7.28,81450.0,28622.0,1317.0,2005.0
28.0,Yakitate!! Japan,69.0,TV,"Oct 12, 2004 to Mar 14, 2006","TV Tokyo, Aniplex, d-rights, Tohokushinsha Film Corporation, Atelier Musa",Sunrise,Manga,"Comedy, Gourmet",24.0,7.91,41910.0,7752.0,2167.0,2004.0
29.0,Zipang,26.0,TV,"Oct 8, 2004 to Apr 1, 2005","Marvelous Entertainment, Animax, Pony Canyon, TBS",Studio Deen,Manga,"Action, Drama, Sci-Fi",24.0,7.49,8112.0,19382.0,4691.0,2004.0
30.0,Shinseiki Evangelion,26.0,TV,"Oct 4, 1995 to Mar 27, 1996","TV Tokyo, Kadokawa Shoten, Nihon Ad Systems, Audio Tanaka","Gainax, Tatsunoko Production",Original,"Action, Avant Garde, Award Winning, Drama, Sci-Fi, Suspense",24.0,8.35,1115935.0,2272.0,45.0,1995.0
31.0,Shinseiki Evangelion Movie: Shi to Shinsei,1.0,Movie,"Mar 15, 1997","TV Tokyo, Toei Animation, Kadokawa Shoten, Movic, Sega, TV Tokyo Music, Audio Tanaka","Gainax, Production I.G, Tatsunoko Production",Original,"Action, Drama, Sci-Fi, Suspense",104.0,7.48,148219.0,19882.0,941.0,1997.0
32.0,"Shinseiki Evangelion Movie: Air/Magokoro wo, Kimi ni",1.0,Movie,"Jul 19, 1997","TV Tokyo, Toei Animation, Kadokawa Shoten, Movic, Sega, TV Tokyo Music, King Records, Audio Tanaka","Gainax, Production I.G",Original,"Action, Avant Garde, Drama, Sci-Fi, Suspense",86.0,8.55,639377.0,1182.0,178.0,1997.0
33.0,Kenpuu Denki Berserk,25.0,TV,"Oct 8, 1997 to Apr 1, 1998","VAP, Hakusensha, Nippon Television Network",OLM,Manga,"Action, Adventure, Drama, Fantasy, Horror",23.0,8.59,368996.0,992.0,310.0,1997.0
43.0,Koukaku Kidoutai,1.0,Movie,"Nov 18, 1995","Bandai Visual, Kodansha",Production I.G,Manga,"Action, Award Winning, Mystery, Sci-Fi, Suspense",82.0,8.27,338703.0,3092.0,337.0,1995.0
44.0,Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,4.0,OVA,"Feb 20, 1999 to Sep 22, 1999",Aniplex,Studio Deen,Manga,"Action, Drama, Romance",29.0,8.7,139783.0,612.0,902.0,1999.0
45.0,Rurouni Kenshin: Meiji Kenkaku Romantan,94.0,TV,"Jan 10, 1996 to Sep 8, 1998","Aniplex, SME Visual Works, Fuji TV","Gallop, Studio Deen",Manga,"Action, Comedy, Romance",25.0,8.28,240416.0,2942.0,460.0,1996.0
46.0,Rurouni Kenshin: Meiji Kenkaku Romantan - Ishinshishi e no Chinkonka,1.0,Movie,"Dec 20, 1997","Fuji TV, Sony Music Entertainment",Gallop,Manga,UNKNOWN,91.0,7.55,28011.0,17382.0,3118.0,1997.0
47.0,Akira,1.0,Movie,"Jul 16, 1988","Mainichi Broadcasting System, Kodansha, Pioneer LDC, Bandai, TOHO, Sumitomo, Hakuhodo",Tokyo Movie Shinsha,Manga,"Action, Adventure, Horror, Sci-Fi, Supernatural",124.0,8.16,526593.0,4352.0,209.0,1988.0
48.0,.hack//Sign,26.0,TV,"Apr 4, 2002 to Sep 26, 2002","Bandai Visual, Yomiko Advertising, Bandai, CyberConnect2",Bee Train,Original,"Adventure, Fantasy, Mystery",24.0,6.94,85534.0,45702.0,1334.0,2002.0
49.0,Aa! Megami-sama!,5.0,OVA,"Feb 21, 1993 to May 17, 1994","Bandai Visual, KSS, Pony Canyon, TBS, Kodansha, Half H.P Studio, Nichion",AIC,Manga,"Comedy, Romance, Supernatural",30.0,7.28,27557.0,28672.0,3053.0,1993.0
50.0,Aa! Megami-sama! (TV),24.0,TV,"Jan 7, 2005 to Jul 8, 2005","Bandai Visual, TBS, Imagine",AIC,Manga,"Comedy, Romance, Supernatural",24.0,7.31,78726.0,27182.0,1504.0,2005.0
51.0,Tenshi Kinryouku,3.0,OVA,"May 25, 2000 to Aug 25, 2000","Bandai Visual, Lantis, Audio Tanaka",HAL Film Maker,Manga,"Action, Drama, Romance, Supernatural",29.0,6.24,27355.0,84982.0,3219.0,2000.0
52.0,Kidou Tenshi Angelic Layer,26.0,TV,"Apr 1, 2001 to Sep 23, 2001","Dentsu, TV Tokyo Music",Bones,Manga,"Award Winning, Comedy, Drama, Sci-Fi",24.0,7.26,29474.0,29932.0,2936.0,2001.0
53.0,Ai Yori Aoshi,24.0,TV,"Apr 11, 2002 to Sep 26, 2002","Movic, Fuji TV, Pioneer LDC, Cosmic Ray",J.C.Staff,Manga,"Comedy, Drama, Romance",23.0,7.1,54569.0,38252.0,1994.0,2002.0
54.0,Appleseed (Movie),1.0,Movie,"Apr 17, 2004","Mainichi Broadcasting System, TOHO, TYO Animations, TYO, Geneon Entertainment",Digital Frontier,Manga,"Action, Sci-Fi",105.0,7.05,42073.0,40552.0,2578.0,2004.0
55.0,Arc the Lad,26.0,TV,"Apr 5, 1999 to Oct 11, 1999","Sony Pictures Entertainment, Aniplex, Sony Interactive Entertainment",Bee Train,Game,"Action, Adventure, Fantasy, Horror, Sci-Fi",22.0,6.49,6396.0,70362.0,5328.0,1999.0
56.0,Avenger,13.0,TV,"Oct 2, 2003 to Dec 25, 2003",Yomiko Advertising,Bee Train,Original,"Adventure, Fantasy, Sci-Fi",23.0,5.86,7248.0,104562.0,5188.0,2003.0
57.0,Beck,26.0,TV,"Oct 7, 2004 to Mar 31, 2005","Marvelous Entertainment, Starchild Records, Asatsu DK, Kodansha",Madhouse,Manga,UNKNOWN,25.0,8.29,143597.0,2862.0,709.0,2004.0
58.0,Blue Gender,26.0,TV,"Oct 8, 1999 to Mar 31, 2000","Youmex, Toshiba EMI",AIC,Original,"Action, Adventure, Drama, Horror, Sci-Fi",23.0,7.01,31136.0,42712.0,2414.0,1999.0
59.0,Chobits,26.0,TV,"Apr 3, 2002 to Sep 25, 2002","TBS, Pioneer LDC",Madhouse,Manga,"Comedy, Drama, Romance, Sci-Fi, Ecchi",24.0,7.39,257665.0,23662.0,475.0,2002.0
60.0,Chrno Crusade,24.0,TV,"Nov 25, 2003 to Jun 10, 2004","Lantis, Kadokawa Shoten, Fuji TV",Gonzo,Manga,"Action, Romance, Supernatural",23.0,7.6,105347.0,15592.0,1101.0,2003.0
61.0,D.N.Angel,26.0,TV,"Apr 3, 2003 to Sep 25, 2003",Kadokawa Shoten,Xebec,Manga,"Action, Comedy, Fantasy, Romance",23.0,7.16,99996.0,35212.0,1327.0,2003.0
62.0,D.C.: Da Capo,26.0,TV,"Jul 5, 2003 to Dec 27, 2003","Lantis, King Records","feel., Zexcs",Visual novel,"Drama, Romance",23.0,6.71,31184.0,57432.0,2536.0,2003.0
63.0,DearS,12.0,TV,"Jul 11, 2004 to Sep 26, 2004","Bandai Visual, HAL Film Maker, Genco, Lantis",Daume,Manga,"Comedy, Romance, Sci-Fi, Ecchi",23.0,6.55,80685.0,66752.0,1594.0,2004.0
64.0,Rozen Maiden,12.0,TV,"Oct 8, 2004 to Dec 24, 2004","Mellow Head, Pony Canyon, TBS, Memory-Tech",Nomad,Manga,"Action, Comedy, Drama, Fantasy",24.0,7.4,98905.0,23372.0,1203.0,2004.0
65.0,Rozen Maiden: Träumend,12.0,TV,"Oct 21, 2005 to Jan 27, 2006","Mellow Head, TBS",Nomad,Manga,"Action, Comedy, Drama, Fantasy",24.0,7.61,59966.0,15382.0,2069.0,2005.0
66.0,Azumanga Daiou The Animation,26.0,TV,"Apr 9, 2002 to Oct 1, 2002","Genco, Lantis, Imagica, TV Tokyo Music, Cosmic Ray, King Records",J.C.Staff,4-koma manga,UNKNOWN,24.0,8.04,165391.0,5902.0,646.0,2002.0
67.0,Basilisk: Kouga Ninpou Chou,24.0,TV,"Apr 13, 2005 to Sep 21, 2005","GDH, Kodansha, Sotsu Music Publishing, Future Vision Music",Gonzo,Manga,"Action, Drama, Romance",24.0,7.53,79323.0,17822.0,1292.0,2005.0
68.0,Black Cat (TV),23.0,TV,"Oct 7, 2005 to Mar 31, 2006","GDH, Dentsu, TBS, Sotsu Music Publishing, Future Vision Music",Gonzo,Manga,"Action, Adventure, Sci-Fi",24.0,7.32,130729.0,26522.0,920.0,2005.0
69.0,Cluster Edge,25.0,TV,"Oct 5, 2005 to Mar 29, 2006","Bandai Visual, Imagine",Sunrise,Original,"Action, Fantasy, Sci-Fi",24.0,6.31,3370.0,80962.0,6258.0,2005.0
71.0,Full Metal Panic!,24.0,TV,"Jan 8, 2002 to Jun 18, 2002","Kadokawa Shoten, KlockWorx",Gonzo,Light novel,"Action, Comedy, Sci-Fi",24.0,7.59,244657.0,15722.0,456.0,2002.0
72.0,Full Metal Panic? Fumoffu,12.0,TV,"Aug 26, 2003 to Nov 18, 2003","Tatsunoko Production, Kadokawa Shoten, Fuji TV, Imagica, Rakuonsha, Kadokawa Pictures Japan, KlockWorx, Happinet Pictures, Animation Do",Kyoto Animation,Light novel,"Action, Comedy",24.0,8.02,177328.0,6322.0,850.0,2003.0
73.0,Full Metal Panic! The Second Raid,13.0,TV,"Jul 14, 2005 to Oct 20, 2005","WOWOW, Kadokawa Shoten, KlockWorx, Happinet Pictures",Kyoto Animation,Light novel,UNKNOWN,24.0,7.91,150192.0,7822.0,953.0,2005.0
74.0,Gakuen Alice,26.0,TV,"Oct 30, 2004 to May 14, 2005","Aniplex, Sogo Vision",Group TAC,Manga,"Comedy, Fantasy",25.0,7.64,52515.0,14242.0,2134.0,2004.0
75.0,Soukyuu no Fafner: Dead Aggressor,25.0,TV,"Jul 5, 2004 to Dec 27, 2004","TV Tokyo Music, King Records",Xebec,Original,"Action, Drama, Sci-Fi",24.0,7.26,15644.0,30232.0,3234.0,2004.0
76.0,Mahou Shoujo Lyrical Nanoha,13.0,TV,"Oct 3, 2004 to Dec 26, 2004","Starchild Records, Omnibus Promotion",Seven Arcs,Original,"Action, Comedy, Drama",25.0,7.41,42967.0,22622.0,2082.0,2004.0
77.0,Mahou Shoujo Lyrical Nanoha A's,13.0,TV,"Oct 2, 2005 to Dec 25, 2005","Starchild Records, Omnibus Promotion",Seven Arcs,Original,"Action, Comedy, Drama",25.0,7.96,34520.0,6952.0,2775.0,2005.0
79.0,Shuffle!,24.0,TV,"Jul 8, 2005 to Jan 6, 2006","Xebec, Lantis, Kadokawa Shoten, KlockWorx, Memory-Tech",asread.,Visual novel,"Comedy, Drama, Fantasy, Romance, Ecchi",24.0,7.01,136929.0,42522.0,898.0,2005.0
80.0,Kidou Senshi Gundam,43.0,TV,"Apr 7, 1979 to Jan 26, 1980","Sotsu, Nagoya Broadcasting Network",Sunrise,Original,"Action, Drama, Sci-Fi",24.0,7.75,62271.0,11242.0,1711.0,1979.0
81.0,Kidou Senshi Gundam: Dai 08 MS Shoutai,12.0,OVA,"Jan 25, 1996 to Jul 25, 1999",Atelier Musa,Sunrise,Original,"Action, Adventure, Drama, Romance, Sci-Fi",24.0,8.0,47887.0,6562.0,2353.0,1996.0
82.0,Kidou Senshi Gundam 0080: Pocket no Naka no Sensou,6.0,OVA,"Mar 25, 1989 to Aug 25, 1989",Bandai Visual,Sunrise,Original,"Action, Drama, Sci-Fi",27.0,7.98,35050.0,6742.0,2854.0,1989.0
83.0,Kidou Senshi Gundam: Dai 08 MS Shoutai - Miller's Report,1.0,Movie,"Aug 1, 1998","Sotsu, Atelier Musa",Sunrise,Original,"Drama, Romance, Sci-Fi",52.0,6.75,6979.0,55232.0,5755.0,1998.0
84.0,Kidou Senshi Gundam 0083: Stardust Memory,13.0,OVA,"May 23, 1991 to Sep 24, 1992",Bandai Visual,Sunrise,Original,"Action, Adventure, Drama, Romance, Sci-Fi",28.0,7.22,26531.0,32142.0,3334.0,1991.0
85.0,Kidou Senshi Zeta Gundam,50.0,TV,"Mar 2, 1985 to Feb 22, 1986","Sotsu, Nagoya Broadcasting Network",Sunrise,Original,"Action, Drama, Romance, Sci-Fi",24.0,7.89,40201.0,8232.0,2515.0,1985.0
86.0,Kidou Senshi Gundam ZZ,47.0,TV,"Mar 1, 1986 to Jan 31, 1987","Sotsu, Nagoya Broadcasting Network",Sunrise,Original,"Action, Comedy, Drama, Sci-Fi",24.0,6.66,22824.0,60232.0,3407.0,1986.0
87.0,Kidou Senshi Gundam: Gyakushuu no Char,1.0,Movie,"Mar 12, 1988","Sotsu, Nozomi Entertainment, Atelier Musa",Sunrise,Novel,"Action, Drama, Sci-Fi",119.0,7.67,31240.0,13472.0,3145.0,1988.0
88.0,Kidou Senshi Gundam F91,1.0,Movie,"Mar 16, 1991","Sotsu, Shochiku, Atelier Musa, Nagoya Broadcasting Network",Sunrise,Original,"Action, Drama, Sci-Fi",120.0,6.6,18639.0,63772.0,3952.0,1991.0
89.0,Kidou Senshi Victory Gundam,51.0,TV,"Apr 2, 1993 to Mar 25, 1994","TV Asahi, Sotsu, Apollon",Sunrise,Original,"Action, Drama, Sci-Fi",24.0,6.71,11838.0,57632.0,4237.0,1993.0
90.0,Shin Kidou Senki Gundam Wing,49.0,TV,"Apr 7, 1995 to Mar 29, 1996",TV Asahi,Sunrise,Original,"Action, Drama, Sci-Fi",24.0,7.67,91321.0,13322.0,1499.0,1995.0
91.0,Shin Kidou Senki Gundam Wing: Endless Waltz,3.0,OVA,"Jan 25, 1997 to Jul 25, 1997","Bandai Visual, Sotsu",Sunrise,Original,"Action, Award Winning, Drama, Sci-Fi",30.0,7.73,28259.0,11782.0,3251.0,1997.0
92.0,Kidou Shinseiki Gundam X,39.0,TV,"Apr 5, 1996 to Dec 28, 1996","TV Asahi, Sotsu",Sunrise,Original,"Action, Adventure, Drama, Sci-Fi",24.0,7.33,16708.0,26022.0,3778.0,1996.0
93.0,Kidou Senshi Gundam SEED,50.0,TV,"Oct 5, 2002 to Sep 27, 2003","Sotsu, Asatsu DK, Mainichi Broadcasting System, Sony Music Entertainment, Atelier Musa",Sunrise,Original,"Action, Award Winning, Drama, Romance, Sci-Fi",24.0,7.74,97907.0,11662.0,1399.0,2002.0
94.0,Kidou Senshi Gundam SEED Destiny,50.0,TV,"Oct 9, 2004 to Oct 1, 2005","Sotsu, Mainichi Broadcasting System, Sony Music Entertainment",Sunrise,Original,"Action, Drama, Romance, Sci-Fi",24.0,7.17,66865.0,34682.0,2017.0,2004.0
95.0,Turn A Gundam,50.0,TV,"Apr 9, 1999 to Apr 14, 2000","Sotsu, Fuji TV, Nakamura Production",Sunrise,Original,"Action, Adventure, Award Winning, Drama, Romance, Sci-Fi",24.0,7.77,18053.0,10922.0,3206.0,1999.0
96.0,Kidou Butouden G Gundam,49.0,TV,"Apr 1, 1994 to Mar 31, 1995","TV Asahi, Sotsu",Sunrise,Original,"Action, Drama, Romance, Sci-Fi",24.0,7.58,38427.0,16152.0,2668.0,1994.0
97.0,Last Exile,26.0,TV,"Apr 8, 2003 to Sep 30, 2003","GDH, Victor Entertainment, TV Tokyo Music",Gonzo,Original,"Action, Adventure, Sci-Fi",24.0,7.78,72117.0,10622.0,1386.0,2003.0
98.0,Mai-HiME,26.0,TV,"Oct 1, 2004 to Apr 1, 2005","Bandai Visual, TV Tokyo Music, Studio Zain",Sunrise,Original,"Action, Fantasy, Girls Love",23.0,7.4,52570.0,23232.0,1935.0,2004.0
99.0,Mai-Otome,26.0,TV,"Oct 7, 2005 to Mar 31, 2006","Bandai Visual, Lantis, TV Tokyo Music",Sunrise,Original,"Comedy, Drama, Fantasy",23.0,7.27,25848.0,29262.0,3153.0,2005.0
100.0,Shin Shirayuki-hime Densetsu Prétear,13.0,TV,"Apr 4, 2001 to Jun 27, 2001","Kadokawa Shoten, Rondo Robe",HAL Film Maker,Manga,"Drama, Romance",23.0,7.16,29504.0,35002.0,2791.0,2001.0
101.0,Air,12.0,TV,"Jan 7, 2005 to Mar 25, 2005","Pony Canyon, TBS, Movic",Kyoto Animation,Visual novel,"Drama, Romance, Supernatural",24.0,7.27,155449.0,29512.0,841.0,2005.0
102.0,Aishiteruze Baby★★,26.0,TV,"Apr 3, 2004 to Oct 9, 2004","Animax, Toei Video",TMS Entertainment,Manga,"Comedy, Drama, Romance",25.0,7.44,54348.0,21322.0,2096.0,2004.0
103.0,Akazukin Chacha,74.0,TV,"Jan 7, 1994 to Jun 30, 1995","Nihon Ad Systems, Shueisha",Gallop,Manga,"Adventure, Comedy, Fantasy, Romance",24.0,7.4,6056.0,23012.0,5380.0,1994.0
104.0,Ayashi no Ceres,24.0,TV,"Apr 20, 2000 to Sep 28, 2000","Bandai Visual, Shogakukan",Pierrot,Manga,"Adventure, Drama, Horror, Romance, Supernatural",21.0,7.18,27995.0,34372.0,2846.0,2000.0
105.0,Boys Be...,13.0,TV,"Apr 11, 2000 to Jul 4, 2000",UNKNOWN,HAL Film Maker,Manga,"Comedy, Romance",23.0,6.39,9768.0,76002.0,4626.0,2000.0
106.0,Hana yori Dango,51.0,TV,"Sep 8, 1996 to Aug 31, 1997","Asatsu DK, Asahi Broadcasting",Toei Animation,Manga,"Drama, Romance",25.0,7.58,25997.0,16102.0,2844.0,1996.0
107.0,Ou Dorobou Jing,13.0,TV,"May 15, 2002 to Aug 14, 2002",Aniplex,Studio Deen,Manga,"Adventure, Comedy, Fantasy, Sci-Fi",24.0,7.18,14929.0,34092.0,3720.0,2002.0
108.0,Ou Dorobou Jing in Seventh Heaven,3.0,OVA,"Jan 21, 2004 to Apr 28, 2004",Aniplex,Studio Deen,Manga,"Adventure, Comedy, Fantasy",28.0,7.24,5613.0,30872.0,5896.0,2004.0
109.0,Bakuretsu Tenshi,24.0,TV,"Apr 7, 2004 to Sep 15, 2004","GDH, TV Asahi, Imagica",Gonzo,Original,"Action, Adventure, Sci-Fi",23.0,6.78,31844.0,53342.0,2632.0,2004.0
110.0,Chuuka Ichiban!,52.0,TV,"Apr 27, 1997 to Sep 13, 1998",UNKNOWN,Nippon Animation,Manga,"Action, Comedy, Drama, Gourmet",23.0,7.59,8506.0,15712.0,4984.0,1997.0
111.0,Corrector Yui,52.0,TV,"Apr 9, 1999 to Oct 20, 2000","NHK, Studio Tron",Nippon Animation,Original,"Adventure, Comedy, Sci-Fi",25.0,6.86,7530.0,49532.0,5264.0,1999.0
112.0,Chou Henshin Cosprayers,8.0,TV,"Jan 13, 2004 to Mar 2, 2004",m.o.e.,"Imagin, Studio Live",Original,"Action, Adventure, Comedy, Fantasy, Sci-Fi, Ecchi",17.0,4.83,3590.0,131392.0,6819.0,2004.0
113.0,Uchuu no Stellvia,26.0,TV,"Apr 3, 2003 to Sep 25, 2003","Starchild Records, TV Tokyo Music",Xebec,Original,"Action, Romance, Sci-Fi",23.0,7.33,10020.0,26302.0,4522.0,2003.0
114.0,Sakigake!! Cromartie Koukou,26.0,TV,"Oct 3, 2003 to Mar 26, 2004",TV Tokyo Music,Production I.G,Manga,UNKNOWN,11.0,7.89,55486.0,8282.0,1667.0,2003.0
115.0,Ijigen no Sekai El-Hazard,13.0,TV,"Jan 8, 1998 to Mar 26, 1998",Pioneer LDC,AIC,Original,"Adventure, Comedy, Fantasy",24.0,6.78,5387.0,53522.0,6040.0,1998.0
116.0,Shinpi no Sekai El-Hazard (TV),26.0,TV,"Oct 6, 1995 to Mar 29, 1996","TV Tokyo, SoftX, Pioneer LDC, TV Tokyo Music, Atelier Musa",AIC,Original,"Adventure, Comedy, Fantasy, Romance",23.0,6.93,7634.0,46222.0,5135.0,1995.0
117.0,Shinpi no Sekai El-Hazard,7.0,OVA,"May 26, 1995 to Jan 25, 1996",Pioneer LDC,AIC,Original,"Adventure, Comedy, Fantasy, Romance",34.0,7.26,8348.0,30212.0,4957.0,1995.0
118.0,Shinpi no Sekai El-Hazard Season 2,4.0,OVA,"Mar 21, 1997 to Oct 25, 1997",Pioneer LDC,AIC,Original,"Adventure, Comedy, Fantasy",30.0,6.77,4725.0,53852.0,6656.0,1997.0
119.0,Final Approach,13.0,TV,"Oct 3, 2004 to Dec 26, 2004",UNKNOWN,"Trinet Entertainment, Zexcs",Visual novel,"Comedy, Drama, Romance",14.0,6.5,18085.0,69582.0,3832.0,2004.0
120.0,Fruits Basket,26.0,TV,"Jul 5, 2001 to Dec 27, 2001","TV Tokyo, Nihon Ad Systems, King Records",Studio Deen,Manga,"Drama, Romance, Supernatural",24.0,7.69,286452.0,13002.0,421.0,2001.0
121.0,Fullmetal Alchemist,51.0,TV,"Oct 4, 2003 to Oct 2, 2004","Aniplex, Dentsu, Square Enix, Mainichi Broadcasting System",Bones,Manga,"Action, Adventure, Award Winning, Drama, Fantasy",24.0,8.11,901744.0,5022.0,83.0,2003.0
122.0,Full Moon wo Sagashite,52.0,TV,"Apr 6, 2002 to Mar 29, 2003","TV Tokyo, Nihon Ad Systems",Studio Deen,Manga,"Comedy, Drama, Romance, Supernatural",24.0,7.93,48714.0,7562.0,2011.0,2002.0
123.0,Fushigi Yuugi,52.0,TV,"Apr 6, 1995 to Mar 28, 1996","TV Tokyo, Shogakukan-Shueisha Productions, Yomiko Advertising, Apollon",Pierrot,Manga,"Action, Adventure, Fantasy, Romance",23.0,7.61,52772.0,15162.0,1881.0,1995.0
124.0,Fushigi Yuugi: Eikouden,4.0,OVA,"Dec 21, 2001 to Jun 25, 2002",UNKNOWN,Pierrot,Manga,"Adventure, Drama, Fantasy, Romance",30.0,6.8,9239.0,52562.0,5187.0,2001.0
125.0,Futakoi,13.0,TV,"Oct 7, 2004 to Dec 30, 2004",Lantis,Telecom Animation Film,Original,"Comedy, Romance",24.0,6.42,16514.0,74372.0,3843.0,2004.0
126.0,Futakoi Alternative,13.0,TV,"Apr 7, 2005 to Jun 30, 2005",Lantis,"ufotable, feel., Studio Flag",Original,"Comedy, Drama, Romance",24.0,6.85,12248.0,50182.0,4072.0,2005.0
127.0,Gate Keepers,24.0,TV,"Apr 3, 2000 to Sep 18, 2000","Bandai Visual, Media Factory, Kadokawa Shoten, Pony Canyon",Gonzo,Game,"Action, Comedy, Fantasy, Sci-Fi",25.0,6.91,9791.0,47242.0,4732.0,2000.0
128.0,Gate Keepers 21,6.0,OVA,"Apr 24, 2002 to Jan 8, 2003",UNKNOWN,Gonzo,Game,"Action, Drama, Sci-Fi",25.0,6.74,4907.0,55812.0,6315.0,2002.0
129.0,Gensoumaden Saiyuuki,50.0,TV,"Apr 4, 2000 to Mar 27, 2001","TV Tokyo, Dentsu, Group TAC",Pierrot,Manga,"Action, Adventure, Drama, Fantasy",23.0,7.54,21738.0,17762.0,3026.0,2000.0
130.0,Saiyuuki Reload,25.0,TV,"Oct 2, 2003 to Mar 25, 2004",UNKNOWN,Pierrot,Manga,"Action, Adventure, Comedy, Drama, Supernatural",23.0,7.36,13815.0,24732.0,3829.0,2003.0
131.0,Saiyuuki Reload Gunlock,26.0,TV,"Apr 2, 2004 to Sep 24, 2004",UNKNOWN,Pierrot,Manga,"Action, Adventure, Comedy, Drama, Supernatural",24.0,7.37,8800.0,24552.0,4637.0,2004.0
132.0,GetBackers,49.0,TV,"Oct 5, 2002 to Sep 20, 2003","TBS, Kodansha, Rondo Robe, Rakuonsha",Studio Deen,Manga,"Action, Mystery, Supernatural",24.0,7.57,54463.0,16552.0,1849.0,2002.0
133.0,Green Green,12.0,TV,"Jul 13, 2003 to Sep 28, 2003","Pony Canyon, Memory-Tech, Pony Canyon Enterprises",Studio Matrix,Visual novel,"Comedy, Romance, Ecchi",24.0,6.13,67073.0,90912.0,1912.0,2003.0
